EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10088756,PENDER CO., ,07/11/1975,1630,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,141, ,0,0, , ,.1,33,0, ,0, , ,07/11/1975,1630,34.47,-77.60, , ,"","",52
10088757,ORANGE CO., ,07/13/1975,1400,Tornado,0,F1,0,1,2500,0,NC,CST, , ,C,135, ,0,0, , ,.1,10,0, ,0, , ,07/13/1975,1400,36.10,-79.28, , ,"","",53
10088774,BRUNSWICK CO., ,09/07/1975,1445,Tornado,0,F0,0,0,25000,0,NC,CST, , ,C,19, ,0,0, , ,.1,33,0, ,0, , ,09/07/1975,1445,33.90,-78.25, , ,"","",54
10088775,DUPLIN CO., ,09/08/1975,1220,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,61, ,0,0, , ,.6,100,0, ,0, , ,09/08/1975,1220,34.82,-77.82, , ,"","",55
10088777,MECKLENBURG CO., ,10/08/1975,1425,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,119, ,0,0, , ,.1,50,0, ,0, , ,10/08/1975,1425,35.23,-80.63, , ,"","",56
10088778,HENDERSON CO., ,10/17/1975,735,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,89, ,0,0, , ,.1,20,0, ,0, , ,10/17/1975,735,35.40,-82.57, , ,"","",57
10088779,BRUNSWICK CO., ,10/17/1975,1200,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,19, ,0,0, , ,2,27,0, ,0, , ,10/17/1975,1200,33.88,-77.97, , ,"","",58
10088780,STANLY CO., ,12/31/1975,1530,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,167, ,0,0, , ,.1,27,0, ,0, , ,12/31/1975,1530,35.23,-80.12, , ,"","",59
10088781,WAKE CO., ,12/31/1975,1600,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,183, ,0,0, , ,.1,20,0, ,0, , ,12/31/1975,1600,35.58,-78.80, , ,"","",60
10088782,DURHAM CO., ,12/31/1975,1615,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,63, ,0,0, , ,.1,7,0, ,0, , ,12/31/1975,1615,36.00,-78.92, , ,"","",61
10088786,SWAIN CO., ,02/18/1976,1230,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,173, ,0,0, , ,2,40,0, ,0, , ,02/18/1976,1230,35.50,-83.25, , ,"","",62
10088787,MACON CO., ,02/18/1976,1245,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,113, ,0,0, , ,3.8,50,0, ,0, , ,02/18/1976,1245,35.20,-83.47,35.23,-83.42,"","",63
