EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10337515,ORANGE CO., ,01/28/1994,955,Tornado,0,F0,0,0,0,0,NC,EST, , ,C,135, ,0,0, , ,.1,10,0, ,0, ,Cedar Grove,01/28/1994,955,36.17,-79.17, , ,"A funnel cloud sighted by a airplane pilot and a person at the ground touched down briefly knocking one large tree down. ","",1
10338615,HARNETT CO., ,05/01/1994,1800,Tornado,0,F0,0,0,5000,0,NC,EST, , ,C,85, ,0,0, , ,.2,50,0, ,0, , ,05/01/1994,1800, , , , ,"Two miles south of Dunn, near the intersection of Highway 301 and Arrowhead Road, a small tornado destroyed a garage, which was attached to a manufactured home, on a brick foundation.  The porch and the roof of the home were also damaged. Down the street a few yards, two large oak trees were uprooted and landed on the roof of a house. ","",2
10338149,CRAVEN CO.,Cherry Point,07/11/1994,1523,Tornado,0,F0,0,0,0,0,NC,EST, , ,C,49, ,0,0, , ,.1,10,0, ,0, , ,07/11/1994,1523,34.93,-76.85, , ,"Brief touchdown scattered timber. ","",3
10338152,CRAVEN CO.,Bridgeton,07/28/1994,1745,Tornado,0,F0,0,0,5000,0,NC,EST, , ,C,49, ,0,0, , ,.1,10,0, ,0, , ,07/28/1994,1745,35.13,-77.02, , ,"Several mobile homes were damaged. ","",4
10337855,ROWAN CO.,Salisbury,08/05/1994,1900,Tornado,0,F0,0,0,5000,0,NC,EST, , ,C,159, ,0,0, , ,.1,10,0, ,0, , ,08/05/1994,1900, , , , ,"Outbuilding demolished and mobile home damaged. ","",5
10339071,CLEVELAND CO.,Earl,08/16/1994,1730,Tornado,0,F1,0,0,500000,0,NC,EST, , ,C,45, ,0,0, , ,2,200,0, ,0, , ,08/16/1994,1730, , , , ,"At approximately 630 PM EDT, a tornado touched down in southern Cleveland County near the town of Earl, which is south of Shelby. The tornado affected areas off of route 18. One mobile home was completely destroyed on John Crawford Road.  Extensive damage was done to a home off Mt. Sinai road. Several trees and power lines were also downed.  ","",6
10338841,CALDWELL CO.,Dudley Shoals,08/16/1994,1842,Tornado,0,F0,0,0,50000,0,NC,EST, , ,C,27, ,0,0, , ,.1,10,0, ,0, , ,08/16/1994,1842, , , , ,"A weak tornado produced sporadic damage in several adjacent communities.  A couple of garages and one barn were damaged.  A few homes received roof damage and several mobile homes were moved off their foundations.  Tree and power line damage were widespread. ","",7
10338985,CATAWBA CO.,NE Hickory,08/16/1994,1845,Tornado,0,F2,0,1,500000,0,NC,EST, , ,C,35, ,0,0, , ,1.5,200,0, ,0, , ,08/16/1994,1845, , , , ,"At approximately 745 PM EDT, a tornado touched down in northern Catawba county, just northeast of the town of Hickory.  Extensive damage was reported in the residential communities of Sandy Ridge and Kool Park.  Two mobile homes and one home were completely destroyed. Flying debris caused extensive damage to cars and trucks.  Several roofs and chimneys were damaged. Several trailers were overturned. ","",8
10337745,WILKES CO.,Lomax,08/16/1994,1915,Tornado,0,F0,0,0,50000,0,NC,EST, , ,C,193, ,0,0, , ,.1,10,0, ,0, , ,08/16/1994,1915, , , , ,"  Sheppards   Crossroads,A weak tornado produced sporadic damage in several adjacent communities.  An old store was destroyed, several chicken houses were flattened, windows were broken and a few farm buildings were damaged. ","",9
10338315,IREDELL CO.,Statesville,08/17/1994,0,Tornado,0,F0,0,0,50000,0,NC,EST, , ,C,97, ,0,0, , ,.1,10,0, ,0, , ,08/17/1994,0, , , , ,"Six mobile homes were damaged.  A wall was blown down at a home under construction.  Trees and power lines were damaged. ","",10
